Video Name,Bit Rate,Brightness,Date of Creation,Frame Rate,Format,Length,Resolution,Objects,Artifacts
Video2,1142,110.016,2021-05-24T00:03:17,29,.mp4,122,1280,"['parking meter', 'bird', 'umbrella', 'chair', 'laptop', 'bed', 'cat', 'cup', 'car', 'dog', 'vase', 'person', 'book', 'tie', 'teddy bear', 'bottle', 'sink', 'dining table']",0.971
